エクスポート日時(UTC),エクスポート日時(JST),リポジトリ名,フルネーム,説明,ステータス,活動種別,最終活動からの日数,スター数,フォーク数,ウォッチャー数,未解決Issue数,クローズ済みIssue数,コミット数,サイズ,使用言語,ライセンス,トピック,アーカイブ状態,公開状態,デフォルトブランチ,Issues有効,Wiki有効,Projects有効,ホームページ,作成日,最終更新日,最終Push日,Issue最終更新日,最新リリース,URL
2026-07-28T19:39:04.886Z,2026-07-29T04:39:04.886+09:00,sample-github-actions,KenichiroArai/sample-github-actions,説明なし,更新が少ない,Push,259,0,0,0,0,0,5,20 KB,Python,ライセンスなし,トピックなし,✅ アクティブ,🔓 パブリック,main,はい,はい,はい,なし,2025-11-10,2025-11-11,2025-11-11,なし,リリースなし,https://github.com/KenichiroArai/sample-github-actions
2026-07-28T19:39:04.886Z,2026-07-29T04:39:04.886+09:00,sandbox,KenichiroArai/sandbox,テスト、確認、サンドボックス用。,更新が少ない,Issue更新,263,0,0,0,1,0,0,0 KB,不明,ライセンスなし,トピックなし,✅ アクティブ,🔓 パブリック,main,はい,はい,はい,なし,2025-11-07,2025-11-07,2025-11-07,2025-11-07,リリースなし,https://github.com/KenichiroArai/sandbox
2026-07-28T19:39:04.886Z,2026-07-29T04:39:04.886+09:00,basic-to-junior-learning,KenichiroArai/basic-to-junior-learning,小学の教科書レベル～中学受験レベル～中学の教科書レベル～高校受験レベルの学習を管理するプロジェクトである。,頻繁に更新,Issue更新,0,0,0,0,6,125,1,1 KB,不明,MIT License,トピックなし,✅ アクティブ,🔓 パブリック,main,はい,はい,はい,なし,2025-09-05,2025-09-17,2025-09-05,2026-07-28,リリースなし,https://github.com/KenichiroArai/basic-to-junior-learning
2026-07-28T19:39:04.886Z,2026-07-29T04:39:04.886+09:00,Zenn,KenichiroArai/Zenn,説明なし,更新が少ない,Push,358,0,0,0,0,0,53,48 KB,不明,MIT License,トピックなし,✅ アクティブ,🔓 パブリック,main,はい,はい,はい,なし,2025-04-27,2025-08-04,2025-08-04,なし,リリースなし,https://github.com/KenichiroArai/Zenn
2026-07-28T19:39:04.886Z,2026-07-29T04:39:04.886+09:00,.cursor,KenichiroArai/.cursor,.cursorの設定ファイル,更新が少ない,Issue更新,361,0,0,0,0,0,0,20 KB,不明,MIT License,トピックなし,✅ アクティブ,🔓 パブリック,main,はい,はい,はい,なし,2025-01-27,2025-08-01,2025-08-01,2025-08-01,リリースなし,https://github.com/KenichiroArai/.cursor
2026-07-28T19:39:04.886Z,2026-07-29T04:39:04.886+09:00,gemini-cli,KenichiroArai/gemini-cli,説明なし,停滞中,Push,378,0,0,0,0,0,0,0 KB,不明,ライセンスなし,トピックなし,✅ アクティブ,🔓 パブリック,main,はい,はい,はい,なし,2025-07-15,2025-07-15,2025-07-15,なし,リリースなし,https://github.com/KenichiroArai/gemini-cli
2026-07-28T19:39:04.886Z,2026-07-29T04:39:04.886+09:00,sample-devcontainer-hotreload,KenichiroArai/sample-devcontainer-hotreload,説明なし,停滞中,Push,387,0,0,0,0,0,8,187 KB,JavaScript,MIT License,トピックなし,✅ アクティブ,🔓 パブリック,main,はい,はい,はい,なし,2025-07-06,2025-07-06,2025-07-06,なし,リリースなし,https://github.com/KenichiroArai/sample-devcontainer-hotreload
2026-07-28T19:39:04.886Z,2026-07-29T04:39:04.886+09:00,nextjs-boilerplate,KenichiroArai/nextjs-boilerplate,説明なし,停滞中,Push,474,0,0,0,0,0,1,25 KB,TypeScript,ライセンスなし,トピックなし,✅ アクティブ,🔓 パブリック,main,はい,いいえ,はい,https://nextjs-boilerplate-rho-pink-64.vercel.app,2025-04-10,2025-04-10,2025-04-10,なし,リリースなし,https://github.com/KenichiroArai/nextjs-boilerplate
2026-07-28T19:39:04.886Z,2026-07-29T04:39:04.886+09:00,directory-operation-parallel-execution-tool,KenichiroArai/directory-operation-parallel-execution-tool,ディレクトリ操作並行実行ツール,停滞中,Issue更新,522,0,0,0,0,0,191,337 KB,Java,MIT License,トピックなし,✅ アクティブ,🔓 パブリック,main,はい,はい,はい,なし,2025-01-13,2025-02-21,2025-02-21,2025-02-21,リリースなし,https://github.com/KenichiroArai/directory-operation-parallel-execution-tool
2026-07-28T19:39:04.886Z,2026-07-29T04:39:04.886+09:00,sample-java-simple-releases-packages,KenichiroArai/sample-java-simple-releases-packages,シンプルな Java で GitHub Releases と Packages を試すサンプルプロジェクトです。,停滞中,Push,526,0,0,0,0,0,11,13 KB,Batchfile,ライセンスなし,トピックなし,✅ アクティブ,🔓 パブリック,main,はい,はい,はい,なし,2025-02-17,2025-02-17,2025-02-17,2025-02-17,v0.1.0 (2025-02-17),https://github.com/KenichiroArai/sample-java-simple-releases-packages
